"54371","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54372","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54373","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54374","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54375","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54376","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54377","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54378","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54379","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54380","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54381","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54382","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54383","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54384","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54385","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54386","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54387","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54388","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54389","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54390","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54391","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54392","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54393","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54394","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54395","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54396","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54397","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54398","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54399","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54400","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54401","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54402","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54403","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54404","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54405","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54406","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54407","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54408","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54409","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54410","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54411","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54412","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54413","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54414","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54415","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54416","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54417","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54418","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54419","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54420","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54421","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54422","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54423","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54424","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54425","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54426","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54427","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54428","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54429","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54430","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54431","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54432","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54433","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54434","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54435","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54436","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54437","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54438","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54439","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54440","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54441","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54442","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54443","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54444","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54445","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54446","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54447","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54448","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54449","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54450","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54451","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54452","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54453","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54454","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54455","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54456","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54457","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54458","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54459","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54460","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54461","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54462","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54463","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54464","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54465","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54466","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54467","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54468","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54469","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54470","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54471","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54472","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54473","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54474","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54475","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54476","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54477","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54478","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54479","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54480","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54481","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54482","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54483","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54484","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54485","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54486","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54487","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54488","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54489","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54490","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54491","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54492","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54493","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54494","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54495","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54496","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54497","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54498","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54499","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54500","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54501","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54502","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54503","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54504","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54505","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54506","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54507","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54508","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54509","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54510","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54511","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54512","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54513","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
"54514","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(3012,3012, ""3012"")","(3012,3012, ""3012"")","3012.0"
